"legacy_id","legacy_customer_id","new_customer_uuid","new_customer_code","new_traveller_uuid","customer_type","deduplicated_to_legacy_id","association_method"
"1913","22577","add2bb28-5734-5ff8-873f-89c0cf1bb02c","LEGACY-22577-1913-19FCBBCC","","RETAIL","","INDIVIDUAL"
"1914","56067","9e8a7937-df72-5edd-929c-aafd6c4d5760","LEGACY-56067-1914-B7645FB3","","RETAIL","","INDIVIDUAL"
"1915","52998","f535cba5-a555-52a8-a23a-81f0d6cabb3b","LEGACY-52998-1915-32A26408","","RETAIL","","INDIVIDUAL"
"1916","18902","f1823bff-b35e-563c-866d-c71e378ba8bd","LEGACY-18902-1916-1DBCCF29","","RETAIL","","INDIVIDUAL"
"1917","74955","a4352edb-21a5-5453-b58c-68674ce0ff15","LEGACY-74955-1917-23A8BE2C","","RETAIL","","INDIVIDUAL"
"1919","99012","92aa5b66-c78b-590d-8a9a-c9ffd7b3f1f0","LEGACY-99012-1919-85B7E8A6","","RETAIL","","INDIVIDUAL"
"1920","47995","f830538b-dd44-510b-8abf-0c66875ea442","LEGACY-47995-1920-DA80157D","","RETAIL","","INDIVIDUAL"
"1921","31007","37c3a028-affa-5517-b687-919b8e4d7d9c","LEGACY-31007-1921-A95DA6C2","","RETAIL","","INDIVIDUAL"
"1922","48959","31757b5a-cd31-5ac0-b4ea-f2b79a650c63","LEGACY-48959-1922-D3F7B677","","RETAIL","","INDIVIDUAL"
"1923","28188","0bb13cff-4272-566c-98a2-f50dde4240b3","LEGACY-28188-1923-5F3478D2","","RETAIL","","INDIVIDUAL"
"1924","24496","8caa8190-d6c3-54ac-8f5b-6ab5442fb45e","LEGACY-24496-1924-0F9AA2BD","","RETAIL","","INDIVIDUAL"
"1925","66771","04e97cae-30ac-548e-9677-df556227d4ac","LEGACY-66771-1925-0E527D7E","","RETAIL","","INDIVIDUAL"
"1926","76343","06f014a1-4122-508b-b9ee-6023ce9601ce","LEGACY-76343-1926-A2E55F53","","RETAIL","","INDIVIDUAL"
"1927","24685","8882d39e-227c-5cfc-82f4-7fa041ae7981","LEGACY-24685-1927-E1A02090","","RETAIL","","INDIVIDUAL"
